file1 file2 flip runtime primal_bound
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 9 0 9
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 20 34267 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 16 14559 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 10 0 10
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 9 0 9
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 -17 300079 -19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 11 4330 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 18 22540 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 10 0 10
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 -18 300012 -20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 8 1495 8
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 -17 300009 -19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 13 2711 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 15 8052 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 13 6904 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 16 21090 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 12 15478 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 18 12339 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 9 0 9
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 22 0 22
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 17 23182 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 12 4146 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 15 3340 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 5 0 5
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 11 0 11
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 16 11758 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 10 0 10
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 22 0 22
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 22 0 22
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 13 0 13
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 20 0 20
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 18 0 18
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 16 0 16
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 21 0 21
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 19 0 19
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 14 0 14
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 17 0 17
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 12 0 12
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 15 0 15
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 14 0 14
