file1 file2 flip runtime closed open
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 22 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 8 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_10_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_3_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_4_5 8 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_5_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_6_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_7_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_11_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_3_5 23 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_4_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_5_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_6_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_7_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 9 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 -1 300000 20129113 74584223
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 10 1077 108291 670382
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 23 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 21 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 7 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 9 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 9 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_12_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_3_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_4_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_5_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_6_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_7_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 14 60655 4625186 19720141
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 20 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_5_5 14 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_6_5 12 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_7_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_8_5 7 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_1_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_9_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_3_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_4_5 9 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_5_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_6_5 20 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_7_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_8_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_9_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_10_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_11_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_12_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_1_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_2_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_3_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_4_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_5_5 13 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_6_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_7_5 7 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_8_5 18 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2010_9_5 11 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_10_5 19 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_11_5 17 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_12_5 16 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_1_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_2_5 10 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_3_5 15 0 0 0
../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2009_2_5 ../data/sealevel_experiments_paper/s_25/s_25_5/triangulation/t_2011_4_5 14 0 0 0
